9/16/2016 14:40:43	 # For reference only.  This entire column is a COMMENT!	/mods/extension/dg_importIndex	/mods/identifier[@type='local']	/mods/subject/cartographics/coordinates	/mods/titleInfo/title	/mods/titleInfo[@type='alternative']/title	/mods/name[1]/namePart	/mods/originInfo/dateCreated	/mods/originInfo/dateIssued	/mods/abstract	/mods/note	/mods/subject[@authority='lcsh']/topic	/mods/subject/topic	# ignored	/mods/classification[@authority='local']	/mods/location/shelfLocator	/mods/physicalDescrption/note	/mods/note[@type='reproduction info']		/mods/note[@type='provenance']	# replaced in constants	/mods/originInfo/publisher	OBJ	/mods/genre	/mods/originInfo/dateCaptured		/mods/extension/note[1][@displayLabel='Recorded By']	/mods/extension/note[2][@displayLabel='Modified By']
# grinnell:14023	 grinnell:14023	756	ms107_dalva002	41.5326576,-93.954616	Wilson Street looking north, Van Meter, Iowa	|		1907	1907?	Several wooden buildings in the business district with water tower located at the end of the street. 1907 postmark. Number 8.|	Real photo, divided back.|Thesaurus for graphic materials I: subject terms (TGMI)	Dallas County (Iowa)|Van Meter (Iowa)|Commercial streets|Commercial facilities|Stores & shops|Water towers|Mills		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_dalva002	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-21	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	Olson Photograph Co. (Plattsmouth, Neb.)|	lib_isc_dalva002-sc.jpg	Postcards	2007-06-28	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:14022	 grinnell:14022	755	ms107_dalva003	41.532755,-93.958224	Residence street, Van Meter, Iowa	|		1910	1900-1910	Two-story wooden houses along a residential street. Number 5.|	Real photo, divided back.|Thesaurus for graphic materials I: subject terms (TGMI)	Dallas County (Iowa)|Van Meter (Iowa)|Residential streets|Residential facilities|Houses|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_dalva003	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-21	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	Olson Photograph Co. (Plattsmouth, Neb.)|	lib_isc_dalva003-sc.jpg	Postcards	2007-06-28	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:14021	 grinnell:14021	754	ms107_dalva004	41.528960,-93.953072	School building, Van Meter, Iowa	|		1907	1907?	School children and school staff standing in front of the school building. 1907 postmark. Number 8485.|	Hand-tinted real photo reprint, divided back.|Thesaurus for graphic materials I: subject terms (TGMI)	Dallas County (Iowa)|Van Meter (Iowa)|Educational facilities|Public schools|School children|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_dalva004	1 postcard, color, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-21	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	Curt Teich & Co. (Chicago ,Ill.)|	lib_isc_dalva004-sc.jpg	Postcards	2007-06-28	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:14020	 grinnell:14020	753	ms107_de002	41.582069,-92.372249	Residential street, Deep River, Iowa	|		1913	1913	Residential dirt street view. Number 2.|	Real photo, divided back with KRUXO logo.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Deep River (Iowa)|Residential streets|Residential facilities|Houses|Dirt roads|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powde002	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-20	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	KRUXO|	lib_isc_powde002-sc.jpg	Postcards	2007-07-02	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:14500	 grinnell:14500	1232	ms107_griar001	41.731739,-92.732808	Arbor Lake, Grinnell, Iowa	|		1909	1909?	Looking east at shoreline with sailboat and boathouse. Arbor Lake, named for Arbor Day, when hundreds of trees were planted there, was created in 1902 as a storage reservoir to provide soft water for manufacturing firms. 1909 postmark. Number 58.|	Color lithograph print, divided back. Made in Germany. Written on front, "This is a dandy lake to skate on."|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell, Iowa, jewel of the prairie : sesquicentennial, 1854-2004	Arbor Lake (Grinnell, Iowa)|Poweshiek County (Iowa)|Grinnell (Iowa)|Lakes & ponds|Boats|Sailboats|Boathouses		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriar001	1 postcard, color, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-18	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	Faber, Jno. T., Publisher (Milwaukee, Wis.)|	lib_isc_powgriar001-sc.jpg	Postcards	2007-04-12	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:14499	 grinnell:14499	1231	ms107_griar002	41.731739,-92.732808	Arbor Lake, Grinnell, Iowa	|	Chess	1905	1900-1905	Looking east at shoreline with canoers and boathouse. Arbor Lake, named for Arbor Day, when hundreds of trees were planted there, was created in 1902 as a storage reservoir to provide soft water for manufacturing firms. Number 1222.|	Real photo reprint, divided back. Made in Germany. Written on front, "Picnic, Oct. 12, 1907."|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell, Iowa, jewel of the prairie : sesquicentennial, 1854-2004	Arbor Lake (Grinnell, Iowa)|Poweshiek County (Iowa)|Grinnell (Iowa)|Lakes & ponds|Boats|Canoes|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriar002	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-18	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	C.E. Wheelock & Co. (Peoria, Ill.)|	lib_isc_powgriar002-sc.jpg	Postcards	2007-04-17	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:14498	 grinnell:14498	1230	ms107_griar003	41.731739,-92.732808	Arbor Lake, Grinnell, Iowa	|		1906	1906?	Looking east at shoreline with sailboat and boathouse. Arbor Lake, named for Arbor Day, when hundreds of trees were planted there, was created in 1902 as a storage reservoir to provide soft water for manufacturing firms. 1906 postmark. Number 132.|	Color lithograph print, undivided back. Made in Germany. Written on front, "I am having a real good time, April 1--'06."|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell, Iowa, jewel of the prairie : sesquicentennial, 1854-2004	Arbor Lake (Grinnell, Iowa)|Poweshiek County (Iowa)|Grinnell (Iowa)|Lakes & ponds|Boats|Sailboats|Boathouses		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriar003	1 postcard, color, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-18	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	S. Langsdorf & Co. (New York)|	lib_isc_powgriar003-sc.jpg	Postcards	2007-04-18	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:14497	 grinnell:14497	1229	ms107_griar004	41.731739,-92.732808	Arbor Lake, Grinnell, Iowa	|		1910	1900-1910	Looking northeast at shoreline with boathouse. Arbor Lake, named for Arbor Day, when hundreds of trees were planted there, was created in 1902 as a storage reservoir to provide soft water for manufacturing firms.|	Hand-tinted real photo reprint, divided back.|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell, Iowa, jewel of the prairie : sesquicentennial, 1854-2004	Arbor Lake (Grinnell, Iowa)|Poweshiek County (Iowa)|Grinnell (Iowa)|Lakes & ponds|Boats|Sailboats|Boathouses		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriar004	1 postcard, color, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-18	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgriar004-sc.jpg	Postcards	2007-04-18	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:14496	 grinnell:14496	1228	ms107_griar005	41.731739,-92.732808	Arbor Lake, Grinnell, Iowa	|		1907	1907?	Looking northeast at shoreline with sailboats and boathouse. Arbor Lake, named for Arbor Day, when hundreds of trees were planted there, was created in 1902 as a storage reservoir to provide soft water for manufacturing firms. 1907 postmark.|	Real photo reprint, divided back.|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell, Iowa, jewel of the prairie : sesquicentennial, 1854-2004	Arbor Lake (Grinnell, Iowa)|Poweshiek County (Iowa)|Grinnell (Iowa)|Lakes & ponds|Boats|Sailboats|Boathouses		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriar005	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-18	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	Pearson-Ullberg Co. (Minneapolis, Minn.)|	lib_isc_powgriar005-sc.jpg	Postcards	2007-04-18	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:14495	 grinnell:14495	1227	ms107_griar006	41.731739,-92.732808	Arbor Lake, Grinnell, Iowa	|		1950	1940-1950	Looking northwest at beach with boaters, swimmers and lifeguard tower. Arbor Lake, named for Arbor Day, when hundreds of trees were planted there on that day, was created in 1902 by damming a small creek. Number 32304N. Series 11.|	Linen, real photo reprint, divided back. Made in U.S.A.|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell, Iowa, jewel of the prairie : sesquicentennial, 1854-2004	Arbor Lake (Grinnell, Iowa)|Poweshiek County (Iowa)|Grinnell (Iowa)|Lakes & ponds|Boats|Beaches|Swimming		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriar006	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-18	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	E.C. Kropp Co. (Milwaukee, Wis.)|	lib_isc_powgriar006-sc.jpg	Postcards	2007-04-18	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:14494	 grinnell:14494	1226	ms107_griar007	41.731739,-92.732808	Arbor Lake, Grinnell, Iowa	|		1950	1940-1950	Looking northwest at view of lake through trees. Arbor Lake, named for Arbor Day, when hundreds of trees were planted there, was created in 1902 as a storage reservoir to provide soft water for manufacturing firms. Number 13889. Series 19.|	Linen, real photo reprint, divided back. Made in U.S.A.|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell, Iowa, jewel of the prairie : sesquicentennial, 1854-2004	Arbor Lake (Grinnell, Iowa)|Poweshiek County (Iowa)|Grinnell (Iowa)|Lakes & ponds|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriar007	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-18	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	E.C. Kropp Co. (Milwaukee, Wis.)|	lib_isc_powgriar007-sc.jpg	Postcards	2007-04-18	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:14493	 grinnell:14493	1225	ms107_griar008	41.731739,-92.732808	Arbor Lake, Grinnell, Iowa	|		1960	1950-1960	Looking southeast from the west shore of frozen lake with children ice skating. Arbor Lake, named for Arbor Day, when hundreds of trees were planted there on that day, was created in 1902 by damming a small creek. Title supplied by cataloger.|	Real photo.|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell, Iowa, jewel of the prairie : sesquicentennial, 1854-2004	Arbor Lake (Grinnell, Iowa)|Poweshiek County (Iowa)|Grinnell (Iowa)|Lakes & ponds|Ice skating|Skaters|Winter		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriar008	1 photograph, b&w, 9 x 12 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-18	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgriar008-sc.jpg	Photographs	2007-04-18	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:14019	 grinnell:14019	752	ms107_grich001	41.743451,-92.722249	Baptist Church, Grinnell, Iowa	|		1910	1905-1910	Looking northeast. In October 1864, the Baptist Church removed from its first location at 2nd & West Street and placed at 4th Avenue & Broad Street. It was torn down in the early 1950s. Number 156804.|	Hand-tinted real photo reprint, divided back. Made in Germany.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Churches|Protestant churches|Baptist churches|	Fourth Avenue & Park Street, Grinnell, Poweshiek County, Iowa	Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgrich001	1 postcard, color, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-18	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	Brown & Harrington, Imported by (Grinnell, Iowa)|C.E. Wheelock & Co., (Peoria, Ill.)	lib_isc_powgrich001-sc.jpg	Postcards	2007-04-18	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:14018	 grinnell:14018	751	ms107_grich002	41.743451,-92.722249	Baptist Church, Grinnell, Iowa	|		1920	1930-1940	"1000 block of Fifth Avenue near Brand apartment building"-photo verso. In October 1864, the Baptist Church removed from its first location at 2nd & West Street and placed at 4th Avenue & Broad Street. It was torn down in the early 1950s. Number 9622.|	Real photo, undivided back.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Churches|Protestant churches|Baptist churches|Apartment houses|	Fourth Avenue & Park Street, Grinnell, Poweshiek County, Iowa	Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgrich002	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-07	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	Dupont Defender|	lib_isc_powgrich002-sc.jpg	Postcards	2007-04-18	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13643	 grinnell:13643	376	ms107_grich003	41.7441249,-92.7251186	Catholic Church, Grinnell, Iowa	St. Mary's Catholic Church|		1940	1930-1940	Looking northeast on corner of Broad Street and Fifth Avenue with automobiles and U.S. route 32 sign. St. Mary's Catholic Church was built in the mid-twenties and dedicated in February 1927. Built in the Romanesque style. Cost was $59,000. Number 872.|	Real photo, divided back.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Churches|Catholic churches|Vehicles|Automobiles|	Fifth Avenue & Broad Street, Grinnell, Poweshiek County, Iowa	Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgrich003	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-06	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	L.L. Cook Co. (Milwaukee, Wis.)|E. C. Kropp Co. (Milwaukee, Wis.)	lib_isc_powgrich003-sc.jpg	Postcards	2007-04-19	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13642	 grinnell:13642	375	ms107_grich004	41.7441249,-92.7251186	Catholic Church, Grinnell, Iowa	St. Mary's Catholic Church|		1950	1940-1950	Looking east on Broad Street. St. Mary's Catholic Church was built in the mid-twenties and dedicated in February 1927. Built in the Romanesque style. Cost was $59,000. Number 11460-18.|	Real photo reprint, divided back. Made in U.S.A.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Churches|Catholic churches|	Fifth Avenue & Broad Street, Grinnell, Poweshiek County, Iowa	Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgrich004	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-06	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	E.C. Kropp Co. (Milwaukee, Wis.)|	lib_isc_powgrich004-sc.jpg	Postcards	2007-04-19	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13407	 grinnell:13407	140	ms107_grich005	41.743409,-92.723246	Welcome to our churches, Grinnell, Iowa	Methodist [Church]|Congregational Church|Baptist Church|Church of Christ|United Presbyterian Church|College chapel		1920	1900-1930	Montage of six Grinnell, Iowa churches: Methodist, Baptist, Church of Christ, United Presbyterian and the Grinnell College chapel.|	Real photo inserts, divided back with "Co-Mo Quality" logo.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Churches|Protestant churches|Chapels|Universities & colleges|Grinnell College		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgrich005	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-07	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	Co-Mo Company, Post Cards (Minneapolis, Minn.)|	lib_isc_powgrich005-sc.jpg	Postcards	2007-04-19	2016-08-31	Sharon Clayton	Sharon Clayton
